sourcetype,scope,security_classification,security_relevance,data_models,vendor,description,expanded_desc,exclude,exclude_reason,reviewed_by,reviewed_date,provenance
XmlWinEventLog,security,EDR,high,"Authentication.Authentication, Change.All_Changes, Endpoint.Processes",Microsoft,Windows XML Event Logs,Generic XML-formatted Windows Event Log sourcetype - the base before channel-specific routing. Preferred over WinEventLog for richer field extraction.,N,,AI Analysis,3/25/2026,human_curated
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational,security,EDR,high,"Endpoint.Processes, Endpoint.Filesystem, Network_Traffic.All_Traffic",Microsoft,Sysmon events (XML Windows Event Log),"Microsoft Sysinternals Sysmon events collected via Windows Event Log channel Microsoft-Windows-Sysmon/Operational in XML format. High-value endpoint telemetry: process creation, network connections, file/registry changes, image loads, DNS queries.",N,,AI Analysis,5/27/2026,human_curated
mimecast,security,ESG,high,"Email.All_Email, Malware.Malware_Operations",Mimecast,Mimecast email security logs,"Mimecast email security gateway log - rejection, hold, delivery, attachment, and URL protection events. Feeds the Email data model.",N,,AI Analysis,3/25/2026,human_curated
mongod,operational,,low,Databases.Database_Logs,MongoDB,MongoDB database logs,"MongoDB mongod server log - connection, query, write, replication, and slow query messages. Operational platform health.",Y,Splunk internal - MongoDB/KV store logs,AI Analysis,3/25/2026,human_curated
mongodb:audit,security,,med,"Data_Access.All_Data_Access_Logs, Authentication.Authentication",MongoDB,MongoDB audit log events,"MongoDB audit log - authentication, authorization, DDL, replicaset, schema operations. Critical for the Change data model.",N,,MDI Reference,4/3/2026,human_curated
mongodb:log,operational,,low,Application_State.All_Application_State,MongoDB,MongoDB general server logs,MongoDB general server log - the mongod.log content surfaced through the Splunk Add-on for MongoDB. Same scope as mongod with add-on enrichment.,N,,MDI Reference,4/3/2026,human_curated
nagios,operational,,none,Alerts.Alerts,Nagios,Nagios monitoring alerts,Nagios monitoring umbrella sourcetype - typically alert/host/service streams combined; prefer the subtype-specific sourcetypes.,N,,MDI Reference,4/3/2026,human_curated
nagios:host,operational,,none,Alerts.Alerts,Nagios,Nagios host check results,"Nagios host check result stream - up/down/unreachable state transitions, last-check timing.",N,,MDI Reference,4/3/2026,human_curated
nagios:service,operational,,none,Alerts.Alerts,Nagios,Nagios service check results,"Nagios service check result stream - per-service OK/warning/critical/unknown state, performance data, and notifications.",N,,MDI Reference,4/3/2026,human_curated
netskope:alert,security,CASB,high,Alerts.Alerts,Netskope,Netskope security alerts,"Netskope security alerts - DLP, malware, anomaly, and policy violation detections from the SkopeIT API.",N,,MDI Reference,4/3/2026,human_curated
netskope:events,security,CASB,high,"Web.Web, DLP.All_Incidents, Network_Traffic.All_Traffic",Netskope,Netskope CASB/ZTNA events,"Netskope general event stream - app, page, audit, incident, and network events covering CASB/SWG/ZTNA activity.",N,,MDI Reference,4/3/2026,human_curated
netskope:infrastructure,security,CASB,med,Network_Traffic.All_Traffic,Netskope,Netskope infrastructure events,Netskope tenant infrastructure events - admin and configuration changes to the Netskope tenant. Feeds the Change data model.,N,,MDI Reference,4/3/2026,human_curated
newrelic:events,operational,,none,"Application_State.All_Application_State, Alerts.Alerts",New Relic,New Relic event data,New Relic event data - custom event stream from New Relic Insights for application analytics correlation.,N,,MDI Reference,4/3/2026,human_curated
nginx,security,,med,Web.Web,NGINX,NGINX web server logs,NGINX web server umbrella sourcetype - prefer nginx:access / nginx:error for parsed extractions. Feeds the Web data model.,N,,AI Analysis,3/25/2026,human_curated
nginx:access,security,,med,Web.Web,NGINX,NGINX access logs,"NGINX access log (default combined format) - per-request method, URI, status, bytes, user-agent, referer. Feeds the Web data model.",N,,AI Analysis,3/25/2026,human_curated
nginx:error,security,,med,Web.Web,NGINX,NGINX error logs,"NGINX error log - module/worker errors, upstream failures, configuration warnings.",N,,AI Analysis,3/25/2026,human_curated
nmap,security,VMS,med,Vulnerabilities.Vulnerabilities,Nmap,Nmap network scan results,"Nmap scan results - host discovery, port states, service banners, OS detection. Feeds the Vulnerabilities and Inventory data models depending on scan profile.",N,,AI Analysis,3/25/2026,human_curated
nozomi:alert,security,,high,"Alerts.Alerts, Network_Traffic.All_Traffic",Nozomi Networks,Nozomi OT/IoT security alerts,"Nozomi Networks Guardian / Vantage OT/IoT alert - protocol anomaly, asset anomaly, and threat detection on ICS/OT networks.",N,,MDI Reference,4/3/2026,human_curated
okta:system:log,security,IAM,high,"Authentication.Authentication, Change.All_Changes",Okta,Okta System Log (newer API),"Okta System Log API v1 events - the predecessor naming convention to OktaIM2:log. Same per-event audit stream of authentication, lifecycle, policy, and admin activity.",N,,MDI Reference,4/3/2026,human_curated
OktaIM2:app,security,IAM,med,,Okta,Okta application data,"Okta Identity Management (IM2) application inventory - registered applications with sign-on policies, settings, and assignment counts. Identity_Management data model contributor.",N,,AI Analysis,3/25/2026,human_curated
OktaIM2:appUser,security,IAM,med,,Okta,Okta application data,Okta IM2 application user assignment records - per-user app entitlements and scoped attributes. Critical for access certification and entitlement review.,N,,AI Analysis,3/25/2026,human_curated
OktaIM2:group,security,IAM,med,,Okta,Okta group data,Okta IM2 group inventory - group definitions and rule-based vs. static membership metadata.,N,,AI Analysis,3/25/2026,human_curated
OktaIM2:groupUser,security,IAM,med,Compute_Inventory.All_Inventory.User,Okta,Okta user data,Okta IM2 group membership records - user-to-group mappings used for downstream entitlement enrichment.,N,,AI Analysis,3/25/2026,human_curated
OktaIM2:log,security,IAM,high,"Authentication.Authentication, Change.All_Changes",Okta,Okta identity management logs,"Okta IM2 System Log events - the per-event audit stream covering authentication, lifecycle, policy, and admin activity. Primary Okta Authentication/Change source.",N,,AI Analysis,3/25/2026,human_curated
OktaIM2:user,security,IAM,med,Compute_Inventory.All_Inventory.User,Okta,Okta user data,"Okta IM2 user inventory - user attributes, status, last login, custom profile fields. Feeds Identity_Management data model.",N,,AI Analysis,3/25/2026,human_curated
onelogin,security,IAM,high,Authentication.Authentication,OneLogin,OneLogin SSO logs,"OneLogin SSO event log - sign-in, MFA, role, and provisioning events from the OneLogin Events API. Authentication data model contributor.",N,,AI Analysis,3/25/2026,human_curated
openldap,security,IAM,med,Authentication.Authentication,OpenLDAP,OpenLDAP directory service logs,"OpenLDAP slapd access log - bind, search, modify, and ACL evaluation activity. Feeds Authentication and Identity_Management data models.",N,,AI Analysis,3/25/2026,human_curated
opensearch,operational,,low,,OpenSearch,OpenSearch logs,"OpenSearch cluster log - master, gateway, indexing, slow-log content. Operational platform health for the AWS-led ES fork.",N,,AI Analysis,3/25/2026,human_curated
opensearch_deprecation,operational,,low,,OpenSearch,OpenSearch logs,OpenSearch deprecation log - API usage that is deprecated in the current release. Operational diagnostic warning stream.,N,,AI Analysis,3/25/2026,human_curated
openvpn,security,VPN,high,"Network_Sessions.All_Sessions, Authentication.Authentication",OpenVPN,OpenVPN connection and auth logs,"OpenVPN community / OpenVPN AS server log - tunnel connect/disconnect, authentication, certificate, and routing events. Feeds Authentication and VPN data models.",N,,AI Analysis,5/27/2026,human_curated
opsgenie:alert,operational,,none,Alerts.Alerts,Opsgenie,Opsgenie alert notifications,"Opsgenie incident lifecycle alert - trigger, ack, escalate, close events from the Atlassian Opsgenie API.",N,,MDI Reference,4/3/2026,human_curated
mysql,operational,,low,Databases.Database_Logs,Oracle,MySQL database logs,"MySQL server log - error, general query, slow query content depending on monitored file. Operational and audit-grade depending on logging level.",N,,AI Analysis,3/25/2026,human_curated
oracle,operational,,low,Databases.Database_Logs,Oracle,Oracle database logs,"Oracle Database alert log / audit log - instance startup/shutdown, ORA-* errors, audit_trail events. Operational with security relevance when unified audit is enabled.",N,,AI Analysis,3/25/2026,human_curated
weblogic,security,,med,Web.Web,Oracle,Oracle WebLogic server logs,"Oracle WebLogic Server log - admin server / managed server events, deployment activity, JTA/JDBC errors.",N,,AI Analysis,3/25/2026,human_curated
osquery:diff,security,EDR,high,"Endpoint.Processes, Change.All_Changes",osquery,osquery differential results,osquery scheduled query differential output - added/removed rows since the previous interval. Optimized telemetry mode for the same Endpoint/Change content.,N,,MDI Reference,4/3/2026,human_curated
osquery:result,security,EDR,high,"Endpoint.Processes, Endpoint.Filesystem",osquery,osquery scheduled query results,"osquery scheduled query results - per-row interval-based output from scheduled queries (process_events, file_events, etc.). Feeds Endpoint, Authentication, and Change data models.",N,,MDI Reference,4/3/2026,human_curated
osquery:snapshot,security,EDR,high,Compute_Inventory.All_Inventory,osquery,osquery snapshot query results,osquery scheduled query snapshot output - full result-set capture at each interval rather than diff. Used when complete state matters per interval.,N,,MDI Reference,4/3/2026,human_curated
ossec,security,EDR,high,"Intrusion_Detection.IDS_Attacks, Alerts.Alerts",OSSEC,OSSEC host-based IDS logs,"OSSEC HIDS agent/manager log - log analysis, FIM, rootcheck, and active response events. Feeds Change, Authentication, and Endpoint data models.",N,,AI Analysis,3/25/2026,human_curated
pagerduty:alert,operational,,none,Alerts.Alerts,PagerDuty,PagerDuty incident alerts,"PagerDuty incident lifecycle events - trigger, acknowledge, escalate, resolve activity from the PagerDuty Events API.",N,,MDI Reference,4/3/2026,human_curated
globalprotect,security,VPN,high,"Authentication.Authentication, Network_Sessions.All_Sessions",Palo Alto Networks,Palo Alto GlobalProtect VPN logs,"GlobalProtect VPN session and authentication events ingested without the Splunk Add-on for Palo Alto Networks (which would tag them pan:globalprotect). Covers user connections, gateway/portal activity, and session lifecycle.",N,,AI Analysis,5/27/2026,human_curated
paloaltonetworks:cortex,security,XDR,high,"Alerts.Alerts, Intrusion_Detection.IDS_Attacks",Palo Alto Networks,Palo Alto Cortex XDR logs,Palo Alto Cortex XDR / XSIAM alert and incident data - cross-platform detection records and analytics output. Feeds Alerts and Endpoint data models.,N,,AI Analysis,3/25/2026,human_curated
pan:config,security,NGFW,med,Change.All_Changes,Palo Alto Networks,Palo Alto configuration change logs,"Palo Alto Networks NGFW configuration change log (CONFIG subtype) - commit, admin login, and configuration delta events. Primary Change data model source for PAN devices.",N,,AI Analysis,3/25/2026,human_curated
pan:globalprotect,security,VPN,high,"Authentication.Authentication, Network_Sessions.All_Sessions",Palo Alto Networks,Palo Alto GlobalProtect VPN logs,"Palo Alto GlobalProtect VPN log (GLOBALPROTECT subtype) - portal/gateway connect/disconnect, HIP check, tunnel state, and authentication events. Feeds Authentication and VPN data models.",N,,AI Analysis,3/25/2026,human_curated
pan:globalprotect:json,security,VPN,high,"Authentication.Authentication, Network_Sessions.All_Sessions",Palo Alto Networks,Palo Alto GlobalProtect VPN logs,JSON-encoded variant of pan:globalprotect produced when ingesting via the Cortex Data Lake / Strata Logging Service forwarder.,N,,AI Analysis,3/25/2026,human_curated
pan:netflow,security,NGFW,med,Network_Traffic.All_Traffic,Palo Alto Networks,Palo Alto NetFlow data,Palo Alto NetFlow / IPFIX flow records exported from PAN-OS - 5-tuple flow summaries used for high-volume traffic analytics. Feeds Network_Traffic.,N,,AI Analysis,3/25/2026,human_curated
pan:system,security,NGFW,med,Authentication.Authentication,Palo Alto Networks,Palo Alto system logs,"Palo Alto NGFW system log (SYSTEM subtype) - HA state, link state, daemon health, certificate, and license events. Operational with audit-trail security relevance.",N,,AI Analysis,3/25/2026,human_curated
